"Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"St. Vincent and the Grenadines","Latin America & Caribbean",2000,107891,70.37695122,137.0552173
"Sudan","Sub-Saharan Africa",2000,27556383,56.97409756,12.11386541
"Suriname","Latin America & Caribbean",2000,466846,67.93529268,166.8125989
"Swaziland","Sub-Saharan Africa",2000,1010787,48.67021951,75.3100636
"Sweden","Europe & Central Asia",2000,8872109,79.64390244,2279.625321
"Switzerland","Europe & Central Asia",2000,7184250,79.6804878,3518.970877
"Syrian Arab Republic","Middle East & North Africa",2000,15988534,74.01887805,59.21796899
"Tajikistan","Europe & Central Asia",2000,6172807,63.75534146,6.470299091
"Tanzania","Sub-Saharan Africa",2000,34038161,50.37329268,10.10199549
"Thailand","East Asia & Pacific",2000,63155029,72.51521951,65.98079752
"Timor-Leste","East Asia & Pacific",2000,830089,56.1902439,30.29953891
"Togo","Sub-Saharan Africa",2000,4793504,54.8094878,14.29805678
"Tonga","East Asia & Pacific",2000,97935,70.76092683,91.57300869
"Trinidad and Tobago","Latin America & Caribbean",2000,1292058,68.39560976,245.0715601
"Tunisia","Middle East & North Africa",2000,9563500,72.6,122.5332749
"Turkey","Europe & Central Asia",2000,63627862,69.44687805,205.3166692
"Turkmenistan","Europe & Central Asia",2000,4501419,63.8955122,43.85929954
"Uganda","Sub-Saharan Africa",2000,24213120,46.09168293,15.61499586
"Ukraine","Europe & Central Asia",2000,49175847.64,67.86341463,35.73579603
"United Arab Emirates","Middle East & North Africa",2000,3033491,74.61590244,751.676309
"United Kingdom","Europe & Central Asia",2000,58892514,77.74146341,1765.126832
"United States","North America",2000,282162411,76.63658537,4703.467344
"Uruguay","Latin America & Caribbean",2000,3300847.408,74.88682927,773.294517
"Uzbekistan","Europe & Central Asia",2000,24650400,66.95087805,31.70497883
"Vanuatu","East Asia & Pacific",2000,185074,67.555,52.49524999
"Venezuela, RB","Latin America & Caribbean",2000,24311000,73.2695122,273.7819078
"Vietnam","East Asia & Pacific",2000,77630900,71.9455122,20.89251285
"Yemen, Rep.","Middle East & North Africa",2000,17723186,59.68985366,25.27741137
"Zambia","Sub-Saharan Africa",2000,10201562,41.92987805,17.99742234
"Zimbabwe","Sub-Saharan Africa",2000,12509477,44.61797561,59
"Albania","Europe & Central Asia",2001,3077378,74.72365854,79.86233284
"Algeria","Middle East & North Africa",2001,30982214,70.38112195,67.81399457
"Angola","Sub-Saharan Africa",2001,14388244,45.97331707,30.29481411
"Argentina","Latin America & Caribbean",2001,37302116,73.9295122,675.7074063
"Armenia","Europe & Central Asia",2001,3065810,71.45804878,41.13967068
"Australia","East Asia & Pacific",2001,19413000,79.63414634,1631.917708
"Austria","Europe & Central Asia",2001,8042293,78.52682927,2405.684807
"Azerbaijan","Europe & Central Asia",2001,8111200,67.14768293,31.23550084
"Bahamas, The","Latin America & Caribbean",2001,301606,71.96968293,1111.899844
"Bahrain","Middle East & North Africa",2001,642510,73.91829268,528.2567765
"Bangladesh","South Asia",2001,131944584,65.20831707,10.26761116
"Barbados","Latin America & Caribbean",2001,268192,75.50868293,635.0068981
"Belarus","Europe & Central Asia",2001,9928000,68.50731707,81.76748168
"Belgium","Europe & Central Asia",2001,10286570,77.97317073,1875.078284
"Belize","Latin America & Caribbean",2001,257300,73.64892683,154.2965356
"Benin","Sub-Saharan Africa",2001,6721337,52.81909756,17.42718515
"Bhutan","South Asia",2001,588050,62.23731707,50.10947915
"Bolivia","Latin America & Caribbean",2001,8476709,63.32417073,60.61967065
"Bosnia and Herzegovina","Europe & Central Asia",2001,3748370,74.55317073,110.5370598
"Botswana","Sub-Saharan Africa",2001,1784449,49.81156098,174.9486736
"Brazil","Latin America & Caribbean",2001,176877135,70.43963415,227.749279
"Brunei Darussalam","East Asia & Pacific",2001,334348,76.46490244,532.5083249
"Bulgaria","Europe & Central Asia",2001,8020282,71.76829268,129.2324779
"Burkina Faso","Sub-Saharan Africa",2001,12648474,50.56556098,10.9852869
"Burundi","Sub-Saharan Africa",2001,6499653,46.33639024,6.761867614
"Cambodia","East Asia & Pacific",2001,12653684,57.89646341,19.6949777
"Cameroon","Sub-Saharan Africa",2001,16039737,49.79297561,28.20587508
"Canada","North America",2001,31081900,79.48780488,2148.976137
"Cape Verde","Sub-Saharan Africa",2001,445096,69.96985366,65.64996998
"Central African Republic","Sub-Saharan Africa",2001,3767068,43.52353659,9.88170719
"Chad","Sub-Saharan Africa",2001,8517944,48.28258537,12.08948487
"Chile","Latin America & Caribbean",2001,15604200,77.20721951,344.3078321
"China","East Asia & Pacific",2001,1271850000,71.40553659,47.24745064
"Colombia","Latin America & Caribbean",2001,40422597,71.27365854,144.8057428
"Comoros","Sub-Saharan Africa",2001,577569,58.09980488,11.24598691
"Congo, Dem. Rep.","Sub-Saharan Africa",2001,50989424,45.94219512,5.716249815
"Congo, Rep.","Sub-Saharan Africa",2001,3213330,54.21304878,21.1859899
"Costa Rica","Latin America & Caribbean",2001,4002946,77.97492683,291.5534614
"Cote d'Ivoire","Sub-Saharan Africa",2001,16892864,50.25056098,24.69650358
"Croatia","Europe & Central Asia",2001,4440000,74.51292683,375.7124859
"Cuba","Latin America & Caribbean",2001,11140168,76.57963415,177.8751578
"Cyprus","Europe & Central Asia",2001,961482,78.08534146,776.3148125
"Czech Republic","Europe & Central Asia",2001,10236491,75.17317073,404.3682423
"Denmark","Europe & Central Asia",2001,5358783,76.79268293,2726.07502
"Djibouti","Middle East & North Africa",2001,749604,54.1347561,41.42322494
"Dominican Republic","Latin America & Caribbean",2001,8726256,71.15453659,174.0533275
"Ecuador","Latin America & Caribbean",2001,12552036,73.73807317,78.24310417
"Egypt, Arab Rep.","Middle East & North Africa",2001,68888032,69.66743902,75.77555387
"El Salvador","Latin America & Caribbean",2001,5966027,69.89568293,181.0417553
"Equatorial Guinea","Sub-Saharan Africa",2001,537195,48.75556098,64.44617927
"Eritrea","Sub-Saharan Africa",2001,3812473,56.59429268,7.073781027
"Estonia","Europe & Central Asia",2001,1364101,70.25853659,220.2050105
"Ethiopia","Sub-Saharan Africa",2001,67303731,52.28221951,5.654636924
"Fiji","East Asia & Pacific",2001,814780,67.79290244,66.02155394
"Finland","Europe & Central Asia",2001,5188008,77.96585366,1783.871216
"France","Europe & Central Asia",2001,61355563,79.05853659,2234.306957
"Gabon","Sub-Saharan Africa",2001,1263165,59.49778049,106.6391086
"Gambia, The","Sub-Saharan Africa",2001,1335674,55.4654878,19.08633983
"Georgia","Europe & Central Asia",2001,4386400,71.82673171,53.7079071
"Germany","Europe & Central Asia",2001,82349925,78.32926829,2399.436443
"Ghana","Sub-Saharan Africa",2001,19632265,58.75553659,15.15861169
"Greece","Europe & Central Asia",2001,10949957,78.38780488,1053.467328
"Grenada","Latin America & Caribbean",2001,101731,73.727,392.3534655
"Guatemala","Latin America & Caribbean",2001,11512637,68.22895122,104.7216722
"Guinea","Sub-Saharan Africa",2001,8472339,48.72982927,21.0684122
"Guinea-Bissau","Sub-Saharan Africa",2001,1264855,45.14685366,15.53696444
"Guyana","Latin America & Caribbean",2001,735327,64.98556098,55.15585868
"Haiti","Latin America & Caribbean",2001,8791931,58.58970732,22.46962765
"Honduras","Latin America & Caribbean",2001,6347272,70.60097561,82.91234189
"Hungary","Europe & Central Asia",2001,10187576,72.24878049,374.7306725
"Iceland","Europe & Central Asia",2001,284968,80.6902439,2674.090796
"India","South Asia",2001,1071374264,61.96878049,20.92391547
"Indonesia","East Asia & Pacific",2001,216203499,65.94907317,16.57182934
"Iran, Islamic Rep.","Middle East & North Africa",2001,66313553,70.05853659,293.8873481
"Iraq","Middle East & North Africa",2001,24937728,70.43458537,24.49723094
"Ireland","Europe & Central Asia",2001,3866243,77.1397561,1831.0002
"Israel","Middle East & North Africa",2001,6439000,79.40731707,1539.354593
"Italy","Europe & Central Asia",2001,56977217,79.82926829,1610.536006
"Jamaica","Latin America & Caribbean",2001,2604788.619,70.60560976,178.3219514
"Japan","East Asia & Pacific",2001,127149000,81.41707317,2550.518689
"Jordan","Middle East & North Africa",2001,4917500,72.19265854,181.0138525
"Kazakhstan","Europe & Central Asia",2001,14858335,65.76829268,51.61292748
"Kenya","Sub-Saharan Africa",2001,32076186,52.01807317,18.71309129
"Korea, Rep.","East Asia & Pacific",2001,47357000,76.33756098,538.7910897
"Kuwait","Middle East & North Africa",2001,2009588,73.83078049,626.9294315
"Kyrgyz Republic","Europe & Central Asia",2001,4945100,68.70731707,14.65312724
"Lao PDR","East Asia & Pacific",2001,5408912,61.97817073,13.24508711
"Latvia","Europe & Central Asia",2001,2355011,70.76097561,215.2411141
"Lebanon","Middle East & North Africa",2001,3802903,70.79531707,432.8435905
"Lesotho","Sub-Saharan Africa",2001,1988983,46.13558537,26.74058558
"Liberia","Sub-Saharan Africa",2001,2939296,47.14882927,11.22629785
"Libya","Middle East & North Africa",2001,5331311,72.76280488,254.2506326
"Lithuania","Europe & Central Asia",2001,3481292,71.65853659,219.7454974
"Luxembourg","Europe & Central Asia",2001,441525,77.82439024,3387.546862
"Macedonia, FYR","Europe & Central Asia",2001,2016075,73.07631707,144.9672957
"Madagascar","Sub-Saharan Africa",2001,15846412,60.62092683,10.9521902
"Malawi","Sub-Saharan Africa",2001,11529337,46.2764878,7.553071464
"Malaysia","East Asia & Pacific",2001,23964621,72.32112195,138.1741397
"Maldives","South Asia",2001,277791,71.33068293,152.3526188
"Mali","Sub-Saharan Africa",2001,11639798,47.55265854,16.57325794
"Malta","Middle East & North Africa",2001,393028,78.44146341,679.1256314
"Mauritania","Sub-Saharan Africa",2001,2720367,57.05017073,19.59685772
"Mauritius","Sub-Saharan Africa",2001,1199881,71.76585366,145.1496542
"Mexico","Latin America & Caribbean",2001,101329543,74.52046341,372.8344072
"Micronesia, Fed. Sts.","East Asia & Pacific",2001,107290,67.37926829,189.7119516
"Moldova","Europe & Central Asia",2001,3631460,67.08082927,28.97753567
"Mongolia","East Asia & Pacific",2001,2434515,63.68197561,24.04114472
"Montenegro","Europe & Central Asia",2001,630299,74.67517073,155.4333079
"Morocco","Middle East & North Africa",2001,29129204,69.05487805,57.48271624
"Mozambique","Sub-Saharan Africa",2001,18691461,47.39565854,12.30219649
"Myanmar","East Asia & Pacific",2001,45323903,62.08378049,2.611915261
"Namibia","Sub-Saharan Africa",2001,1936399,57.30121951,113.1385415
"Nepal","South Asia",2001,24980184,62.33260976,12.56226742
"Netherlands","Europe & Central Asia",2001,16046180,78.1902439,2072.178821
"New Zealand","East Asia & Pacific",2001,3880500,78.69268293,1051.511109
"Nicaragua","Latin America & Caribbean",2001,5148635,70.13090244,54.66591587
"Niger","Sub-Saharan Africa",2001,11308134,48.99082927,6.502048057
"Nigeria","Sub-Saharan Africa",2001,126704722,46.79146341,18.18448026
"Norway","Europe & Central Asia",2001,4513751,78.78536585,3333.373054
"Oman","Middle East & North Africa",2001,2279171,74.20585366,263.0325437
"Pakistan","South Asia",2001,147557907,63.36239024,13.1250025
"Panama","Latin America & Caribbean",2001,3012635,74.41373171,302.6254425
"Papua New Guinea","East Asia & Pacific",2001,5518586,59.1247561,25.21572231
"Paraguay","Latin America & Caribbean",2001,5453921,70.30934146,106.9765542
"Peru","Latin America & Caribbean",2001,26228274,70.93070732,96.25948772
"Philippines","East Asia & Pacific",2001,78964389,66.9342439,28.95784845
"Poland","Europe & Central Asia",2001,38248076,74.2,291.6745473
"Portugal","Europe & Central Asia",2001,10292999,76.81463415,1082.727933
"Qatar","Middle East & North Africa",2001,608057,76.49639024,735.6876173
"Romania","Europe & Central Asia",2001,22131970,71.16097561,79.16501196
"Russian Federation","Europe & Central Asia",2001,145949580.3,65.48780488,119.0387153
"Rwanda","Sub-Saharan Africa",2001,8456968,48.13670732,8.642903069
"Samoa","East Asia & Pacific",2001,177645,69.82007317,77.69300104
"San Marino","Europe & Central Asia",2001,27543,80.97317073,2770.437871
"Sao Tome and Principe","Sub-Saharan Africa",2001,143430,62.50453659,51.7583001
"Saudi Arabia","Middle East & North Africa",2001,20681576,71.70795122,399.4487197
"Senegal","Sub-Saharan Africa",2001,9758841,56.05843902,22.61693249
"Serbia","Europe & Central Asia",2001,7503433,72.18536585,115.0614952
"Sierra Leone","Sub-Saharan Africa",2001,4303850,40.57768293,31.85885787
"Singapore","East Asia & Pacific",2001,4138000,78.35121951,531.2950731
"Slovak Republic","Europe & Central Asia",2001,5378867,73.40243902,215.9960406
"Slovenia","Europe & Central Asia",2001,1992060,75.75853659,881.8176561
"Solomon Islands","East Asia & Pacific",2001,420232,63.45314634,61.40195648
"Somalia","Sub-Saharan Africa",2001,7596920,48.76636585,3.860271297
"South Africa","Sub-Saharan Africa",2001,44909738,53.72731707,224.0370899
"Spain","Europe & Central Asia",2001,40720484,79.36829268,1082.732628
"Sri Lanka","South Asia",2001,18797000,71.78380488,31.39856965
"St. Lucia","Latin America & Caribbean",2001,157897,73.95439024,273.4862597
"St. Vincent and the Grenadines","Latin America & Caribbean",2001,107987,70.47736585,145.2420164
"Sudan","Sub-Saharan Africa",2001,28177967,57.60026829,13.38194714
"Suriname","Latin America & Caribbean",2001,473431,68.01760976,135.4805209
"Swaziland","Sub-Saharan Africa",2001,1012111,47.4397561,64.60131141
"Sweden","Europe & Central Asia",2001,8895960,79.79512195,2269.967144
"Switzerland","Europe & Central Asia",2001,7229854,80.1804878,3706.743496
"Syrian Arab Republic","Middle East & North Africa",2001,16454926,74.21202439,57.73347493
"Tajikistan","Europe & Central Asia",2001,6232587,64.10485366,7.952024093
"Tanzania","Sub-Saharan Africa",2001,34917073,50.80473171,10.50021619
"Thailand","East Asia & Pacific",2001,63898879,72.64143902,59.94885078
"Timor-Leste","East Asia & Pacific",2001,852522,57.02178049,33.64965913
"Togo","Sub-Saharan Africa",2001,4926142,54.93409756,13.93704172
"Tonga","East Asia & Pacific",2001,98476,70.89904878,95.91322751
"Trinidad and Tobago","Latin America & Caribbean",2001,1296962,68.31439024,281.1022928
"Tunisia","Middle East & North Africa",2001,9673600,72.84878049,122.2911302
"Turkey","Europe & Central Asia",2001,64544914,70.064,155.2870633
"Turkmenistan","Europe & Central Asia",2001,4551737,64.02578049,58.45456685
"Uganda","Sub-Saharan Africa",2001,24984181,46.76673171,16.98907547
"Ukraine","Europe & Central Asia",2001,48683864.58,68.28707317,44.37074077
"United Arab Emirates","Middle East & North Africa",2001,3149440,74.83707317,814.9195
"United Kingdom","Europe & Central Asia",2001,59107960,77.99268293,1806.242732
"United States","North America",2001,284968955,76.73658537,5051.944952
"Uruguay","Latin America & Caribbean",2001,3308356.425,74.87219512,703.128192
"Uzbekistan","Europe & Central Asia",2001,24964400,67.02892683,26.57822164
"Vanuatu","East Asia & Pacific",2001,189544,67.93570732,49.93250072
"Venezuela, RB","Latin America & Caribbean",2001,24765000,73.42926829,295.2469101
"Vietnam","East Asia & Pacific",2001,78621000,72.38131707,22.92924677
"Yemen, Rep.","Middle East & North Africa",2001,18266008,60.29314634,26.88574147
"Zambia","Sub-Saharan Africa",2001,10449825,42.03082927,20.5979485
"Zimbabwe","Sub-Saharan Africa",2001,12575015,43.76843902,65.96143954
"Afghanistan","South Asia",2002,27465525,45.83314634,14.24731572
"Albania","Europe & Central Asia",2002,3089778,75.16121951,90.26464025
"Algeria","Middle East & North Africa",2002,31441848,70.72990244,69.92474459
"Angola","Sub-Saharan Africa",2002,14890474,46.71192683,28.68255971
"Antigua and Barbuda","Latin America & Caribbean",2002,80507,75.2804878,438.1414039
"Argentina","Latin America & Caribbean",2002,37657340,74.13860976,225.2861687
"Armenia","Europe & Central Asia",2002,3061067,71.88960976,41.99232073
"Australia","East Asia & Pacific",2002,19651400,79.93658537,1846.880949
"Austria","Europe & Central Asia",2002,8081957,78.67804878,2599.388278
"Azerbaijan","Europe & Central Asia",2002,8171950,67.55485366,33.63898826
"Bahamas, The","Latin America & Caribbean",2002,305801,72.3384878,1195.853499
"Bahrain","Middle East & North Africa",2002,642070,74.03753659,580.1613452
"Bangladesh","South Asia",2002,134266428,65.66831707,10.87360205
"Barbados","Latin America & Caribbean",2002,268813,75.60819512,670.9496459
"Belarus","Europe & Central Asia",2002,9865000,68.05609756,94.7780615
"Belgium","Europe & Central Asia",2002,10332785,78.07560976,2070.855227
"Belize","Latin America & Caribbean",2002,265200,73.80863415,156.8694464
"Benin","Sub-Saharan Africa",2002,6937985,53.0615122,17.29773246
"Bhutan","South Asia",2002,606024,63.02680488,69.8647438
"Bolivia","Latin America & Caribbean",2002,8646659,63.67880488,59.69686121
"Bosnia and Herzegovina","Europe & Central Asia",2002,3775883,74.61536585,124.5030884
"Botswana","Sub-Saharan Africa",2002,1808103,49.33753659,192.7409167
"Brazil","Latin America & Caribbean",2002,179289227,70.72409756,203.0640704
"Brunei Darussalam","East Asia & Pacific",2002,341585,76.68104878,533.2818995
"Bulgaria","Europe & Central Asia",2002,7868468,71.86585366,153.9808914
"Burkina Faso","Sub-Saharan Africa",2002,13015435,50.97763415,12.66446702
"Burundi","Sub-Saharan Africa",2002,6656071,46.67307317,6.452135541
"Cambodia","East Asia & Pacific",2002,12845222,58.37521951,21.40549537
